סמל ועדה|שם ועדה|סמל ישוב בחירות|שם ישוב בחירות|סמל קלפי|סמל רכוז|כתובת קלפי|מקום קלפי|נגישה|נגישה מיוחדת|בוחרי כנסת בפועל
06|עכו|9100|נהריה|35.0|053|נחליאלי,9 |מועדון נוער נוה רבין| | |692
06|עכו|9100|נהריה|37.1|022|שפרינצק,11 |"מועדון מופ""ת - לשעבר מתנ""ס"|כ|כ|508
06|עכו|9100|נהריה|37.2|022|שפרינצק,11 |"מועדון מופ""ת - לשעבר מתנ""ס"|כ| |508
06|עכו|9100|נהריה|37.3|022|שפרינצק,11 |"מועדון מופ""ת - לשעבר מתנ""ס"| | |508
06|עכו|9100|נהריה|38.1|036|רמז,21 |מרכז פיס - אולם ספורט|כ|כ|682
06|עכו|9100|נהריה|38.2|036|רמז,21 |מרכז פיס - אולם ספורט|כ| |682
06|עכו|9100|נהריה|38.3|036|רמז,21 |מרכז פיס - אולם ספורט| | |682
06|עכו|9100|נהריה|38.4|036|רמז,21 |מרכז פיס - אולם ספורט| | |682
06|עכו|9100|נהריה|38.5|036|רמז,21 |מרכז פיס - אולם ספורט| | |682
06|עכו|9100|נהריה|38.6|036|רמז,21 |מרכז פיס - אולם ספורט| | |678
06|עכו|9100|נהריה|42.0|065|רמז,44 |מרכז קהילתי|כ|כ|590
06|עכו|9100|נהריה|43.0|062|ז'בוטינסקי,12 |מוזיאון מגדל המים|כ| |754
06|עכו|9100|נהריה|44.0|062|ז'בוטינסקי,12 |מוזיאון מגדל המים|כ|כ|745
06|עכו|9100|נהריה|46.0|073|גולומב,4 |"מתנ""ס גולומב"| | |567
06|עכו|9100|נהריה|49.0|059|אחד העם,8 |משרדי עיר ללא אלימות| | |767
06|עכו|9100|נהריה|51.1|045|שקד,17 |מועדון נוער| | |618
06|עכו|9100|נהריה|51.2|045|שקד,17 |מועדון נוער| | |618
06|עכו|9100|נהריה|51.3|045|שקד,17 |מועדון נוער| | |618
06|עכו|9100|נהריה|51.4|045|שקד,17 |מועדון נוער| | |618
06|עכו|9100|נהריה|52.1|076|שטינמץ מקס,1 |"בי""ס הרב תחומי-עמל בניין רותם"| | |652
06|עכו|9100|נהריה|52.2|076|שטינמץ מקס,1 |"בי""ס הרב תחומי-עמל בניין רותם"| | |652
06|עכו|9100|נהריה|52.3|076|שטינמץ מקס,1 |"בי""ס הרב תחומי-עמל בניין רותם"| | |650
06|עכו|9100|נהריה|57.0|057|שפירא,1 |גן השלום| | |577
06|עכו|9100|נהריה|60.0|001|גרינבוים,14 |גן ילדים שיבולים| | |654
06|עכו|9100|נהריה|62.1|044|וולפסון,68 |"מועדון ע""ש אלי כהן"| | |664
06|עכו|9100|נהריה|62.2|044|וולפסון,68 |"מועדון ע""ש אלי כהן"| | |664
06|עכו|9100|נהריה|62.3|044|וולפסון,68 |"מועדון ע""ש אלי כהן"| | |664
06|עכו|9100|נהריה|62.4|044|וולפסון,68 |"מועדון ע""ש אלי כהן"| | |664
06|עכו|9100|נהריה|62.5|044|וולפסון,68 |"מועדון ע""ש אלי כהן"| | |664
06|עכו|9100|נהריה|65.0|026|בלפור,71 |"בי""ס גולדה מאיר"|כ|כ|532
06|עכו|9100|נהריה|66.0|048|איריס,65 |"מרכז קהילתי האיריס ליד ביה""כ"|כ|כ|646
06|עכו|9100|נהריה|68.0|048|איריס,65 |"מרכז קהילתי האיריס ליד ביה""כ"|כ| |681
06|עכו|9100|נהריה|72.0|047|גרינבוים,14 |גן ילדים האורן| | |449
06|עכו|9100|נהריה|73.0|033|הרצל,18 |גן אלון| | |546
06|עכו|9100|נהריה|75.0|073|גולומב,4 |"מתנ""ס גולומב"|כ|כ|531
06|עכו|9100|נהריה|77.1|074|ויצמן,88 |אולפנת הראל לבנות|כ|כ|700
06|עכו|9100|נהריה|77.2|074|ויצמן,88 |אולפנת הראל לבנות|כ| |700
06|עכו|9100|נהריה|77.3|074|ויצמן,88 |אולפנת הראל לבנות|כ| |700
06|עכו|9100|נהריה|77.4|074|ויצמן,88 |אולפנת הראל לבנות|כ| |698
06|עכו|9100|נהריה|78.1|002|שטינמץ מקס,1 |"ביה""ס הרב תחומי (עמל-שחקים)"|כ|כ|633
06|עכו|9100|נהריה|78.2|002|שטינמץ מקס,1 |"ביה""ס הרב תחומי (עמל-שחקים)"|כ| |633
06|עכו|9100|נהריה|78.3|002|שטינמץ מקס,1 |"ביה""ס הרב תחומי (עמל-שחקים)"| | |633
06|עכו|9100|נהריה|79.0|048|איריס,65 |"מרכז קהילתי האיריס ליד ביה""כ"| | |501
06|עכו|9100|נהריה|80.0|053|נחליאלי,9 |מועדון נוער נוה רבין| | |690
06|עכו|9100|נהריה|81.0|053|נחליאלי,9 |מועדון נוער נוה רבין| | |680
06|עכו|9100|נהריה|82.1|040|טרומפלדור|"בי""ס טרומפלדור (לשעבר)"|כ|כ|630
06|עכו|9100|נהריה|82.2|040|טרומפלדור|"בי""ס טרומפלדור (לשעבר)"| | |630
06|עכו|9100|נהריה|82.3|040|טרומפלדור|"בי""ס טרומפלדור (לשעבר)"| | |630
06|עכו|9100|נהריה|82.4|040|טרומפלדור|"בי""ס טרומפלדור (לשעבר)"| | |629
06|עכו|9100|נהריה|83.1|043|איריס,44 |"בי""ס ע""ש מנחם בגין"|כ|כ|698
06|עכו|9100|נהריה|83.2|043|איריס,44 |"בי""ס ע""ש מנחם בגין"|כ| |698
06|עכו|9100|נהריה|83.3|043|איריס,44 |"בי""ס ע""ש מנחם בגין"|כ| |698
06|עכו|9100|נהריה|83.4|043|איריס,44 |"בי""ס ע""ש מנחם בגין"|כ| |698
06|עכו|9100|נהריה|83.5|043|איריס,44 |"בי""ס ע""ש מנחם בגין"|כ| |698
06|עכו|9100|נהריה|83.6|043|איריס,44 |"בי""ס ע""ש מנחם בגין"|כ| |697
06|עכו|9100|נהריה|84.0|055|הזמיר,16 |גן נשר| | |695
06|עכו|9100|נהריה|85.0|072|גרינבוים,2 |גן כלנית| | |558
06|עכו|9100|נהריה|86.0|070|הזמיר,1 |גן שלדג| | |741
06|עכו|9100|נהריה|90.0|018|עזרא,1 |"בי""ס אוסישקין"| | |648
06|עכו|9100|נהריה|951.0|077|הצדף|גן צדף - שכונת אכזיב ים| | |534
06|עכו|1314|נווה זיו|1.0|001|נווה זיו|מבנה רב תכליתי|כ|כ|609
06|עכו|1147|נטועה|1.0|001|נטועה|מועדון (חדר כושר)|כ|כ|257
06|עכו|1143|נס עמים|1.0|001|נס עמים|מועדון לחבר| | |256
06|עכו|0792|נתיב השיירה|1.0|001|נתיב השיירה|מועדון חברים|כ|כ|419
06|עכו|0454|סער|1.0|001|סער|מועדון לחבר|כ|כ|691
06|עכו|0892|עבדון|1.0|001|עבדון|מועדון האזרח הבוגר|כ|כ|528
06|עכו|0376|עברון|1.0|001|עברון|מועדון לחבר|כ|כ|700
06|עכו|0289|עין המפרץ|1.1|001|עין המפרץ|חדר מוסיקה במועדון|כ|כ|393
06|עכו|0289|עין המפרץ|1.2|001|עין המפרץ|חדר מוסיקה במועדון| | |340
06|עכו|0813|עין יעקב|1.1|001|עין יעקב,1 |מועדון אוהל עזרה|כ|כ|413
06|עכו|0813|עין יעקב|1.2|001|עין יעקב,1 |מועדון אוהל עזרה| | |363
06|עכו|7600|עכו|2.0|112|דרך הארבעה,22 |גן ארגמן|כ|כ|696
06|עכו|7600|עכו|5.1|113|שלום הגליל,3 |מרכז הטניס| | |506
06|עכו|7600|עכו|5.2|113|שלום הגליל,3 |מרכז הטניס| | |506
06|עכו|7600|עכו|5.3|113|שלום הגליל,3 |מרכז הטניס| | |505
06|עכו|7600|עכו|6.0|012|העלייה,2 |"ביה""ס בית-יעקב"|כ| |549
06|עכו|7600|עכו|7.0|010|הרב לופס,2 |"בי""ס אייל"|כ|כ|577
06|עכו|7600|עכו|8.0|010|הרב לופס,2 |"בי""ס אייל"|כ| |578
06|עכו|7600|עכו|9.0|116|פרלמן,471 |"מרכז נוער ע""ש בן גוריון"| | |583
06|עכו|7600|עכו|10.0|116|פרלמן,471 |"מרכז נוער ע""ש בן גוריון"| | |643
06|עכו|7600|עכו|11.1|002|"יל""ג,2 "|"בי""ס ממלכתי גורדון"|כ|כ|672
06|עכו|7600|עכו|11.2|002|"יל""ג,2 "|"בי""ס ממלכתי גורדון"|כ| |672
06|עכו|7600|עכו|11.3|002|"יל""ג,2 "|"בי""ס ממלכתי גורדון"| | |672
06|עכו|7600|עכו|11.4|002|"יל""ג,2 "|"בי""ס ממלכתי גורדון"| | |672
06|עכו|7600|עכו|11.5|002|"יל""ג,2 "|"בי""ס ממלכתי גורדון"| | |671
06|עכו|7600|עכו|15.1|038|בורלא,2 |"בי""ס אורט בנין רוז"|כ|כ|694
06|עכו|7600|עכו|15.2|038|בורלא,2 |"בי""ס אורט בנין רוז"|כ| |694
06|עכו|7600|עכו|15.3|038|בורלא,2 |"בי""ס אורט בנין רוז"|כ| |694
06|עכו|7600|עכו|18.1|109|אברהם בן-שושן,72 |"מתנ""ס בית העם"|כ|כ|483
06|עכו|7600|עכו|18.2|109|אברהם בן-שושן,72 |"מתנ""ס בית העם"|כ|כ|483
06|עכו|7600|עכו|18.3|109|אברהם בן-שושן,72 |"מתנ""ס בית העם"| | |481
06|עכו|7600|עכו|20.0|048|אחד העם|"בי""ס אשכול"|כ|כ|564
06|עכו|7600|עכו|21.1|017|הרצוג,16 |מרכז קהילתי - בית היימן|כ|כ|357
06|עכו|7600|עכו|21.2|017|הרצוג,16 |מרכז קהילתי - בית היימן| | |357
06|עכו|7600|עכו|22.1|020|אבות ובנים,2 |"בי""ס אורט ק. חינוך"|כ|כ|652
06|עכו|7600|עכו|22.2|020|אבות ובנים,2 |"בי""ס אורט ק. חינוך"|כ| |652
06|עכו|7600|עכו|22.3|020|אבות ובנים,2 |"בי""ס אורט ק. חינוך"|כ| |650
06|עכו|7600|עכו|24.0|023|משה שרת,4 |"בי""ס נועם הרצוג בנות"|כ| |618
06|עכו|7600|עכו|26.0|021|משה שרת,5 |"בי""ס שובו"|כ|כ|522
06|עכו|7600|עכו|27.0|021|משה שרת,5 |"בי""ס שובו"| | |562
06|עכו|7600|עכו|28.0|019|משה שרת,12 |"בי""ס יסודי התורה - צפון"|כ|כ|497
06|עכו|7600|עכו|29.0|023|משה שרת,4 |"בי""ס נועם הרצוג בנות"|כ|כ|538
06|עכו|7600|עכו|30.0|025|דרך הארבעה,38 |גן ילדים צבר (מס' 30)|כ|כ|530
06|עכו|7600|עכו|34.1|027|שני אליהו,7 |"אורט ע""ש חלמי שאפעי"| | |626
06|עכו|7600|עכו|34.2|027|שני אליהו,7 |"אורט ע""ש חלמי שאפעי"| | |625
06|עכו|7600|עכו|36.1|035|יהושפט,24 |גן נחליאלי|כ|כ|375
06|עכו|7600|עכו|36.2|115|יהושפט,24 |גן ניצנים| | |374
06|עכו|7600|עכו|37.0|029|דרך הארבעה,38 |גן עפרוני (מס' 92)|כ|כ|541
06|עכו|7600|עכו|38.0|044|דרך הארבעה,22 |גן פרחי נוי|כ|כ|517
06|עכו|7600|עכו|39.1|026|העצמאות,12 |"בי""ס ממלכתי ויצמן למדעים"|כ|כ|648
06|עכו|7600|עכו|39.2|026|העצמאות,12 |"בי""ס ממלכתי ויצמן למדעים"|כ| |648
06|עכו|7600|עכו|39.3|026|העצמאות,12 |"בי""ס ממלכתי ויצמן למדעים"| | |647
06|עכו|7600|עכו|40.1|001|יהושפט,30 |"בי""ס התומר"|כ|כ|619
06|עכו|7600|עכו|40.2|001|יהושפט,30 |"בי""ס התומר"| | |619
06|עכו|7600|עכו|40.3|001|יהושפט,30 |"בי""ס התומר"| | |619
06|עכו|7600|עכו|40.4|001|יהושפט,30 |"בי""ס התומר"| | |619
06|עכו|7600|עכו|41.0|030|פנקס|בית ספר אל- מנארה| | |628
06|עכו|7600|עכו|43.0|111|ההגנה,11 |מרכז יום לקשיש| | |576
06|עכו|7600|עכו|44.0|111|ההגנה,11 |מרכז יום לקשיש| | |521
06|עכו|7600|עכו|45.0|030|פנקס|בית ספר אל- מנארה|כ|כ|518
06|עכו|7600|עכו|46.0|030|פנקס|בית ספר אל- מנארה| | |456
06|עכו|7600|עכו|50.0|013|האשל,9 |גן דוכיפת| | |429
06|עכו|7600|עכו|52.0|007|הדקל,1 |גן הדקל (מס' 32)| | |632
06|עכו|7600|עכו|53.0|033|הרימון,35 |גן אלמחבה (לשעבר עינבלים)|כ|כ|665
06|עכו|7600|עכו|55.1|106|עפרוני,10 |המרכז לגיל הרך|כ|כ|684
06|עכו|7600|עכו|55.2|106|עפרוני,10 |המרכז לגיל הרך| | |683
06|עכו|7600|עכו|56.1|004|האורן,4 |"בי""ס שזר"|כ|כ|667
06|עכו|7600|עכו|56.2|004|האורן,4 |"בי""ס שזר"|כ| |667
06|עכו|7600|עכו|56.3|004|האורן,4 |"בי""ס שזר"|כ| |667
06|עכו|7600|עכו|56.4|004|האורן,4 |"בי""ס שזר"|כ| |665
06|עכו|7600|עכו|57.0|100|הדקל,1 |גן צפרירים (מס' 33)| | |643
06|עכו|7600|עכו|58.0|019|משה שרת,12 |"בי""ס יסודי התורה - צפון"|כ| |661
06|עכו|7600|עכו|60.0|041|האשל,9 |גן חוחית|כ|כ|547
06|עכו|7600|עכו|63.0|101|הדקל,1 |גן יסמין (מס' 34)| | |413
06|עכו|7600|עכו|64.1|015|הכרם,2 |גן ילדים הגפן| | |660
06|עכו|7600|עכו|64.2|102|הכרם,2 |"גן חב""ד הכרם"| | |659
06|עכו|7600|עכו|72.0|012|העלייה,2 |"ביה""ס בית-יעקב"| | |583
06|עכו|7600|עכו|73.0|048|אחד העם|"בי""ס אשכול"|כ| |623
06|עכו|7600|עכו|74.0|012|העלייה,2 |"ביה""ס בית-יעקב"|כ|כ|521
06|עכו|7600|עכו|75.1|003|בורלא|"בי""ס עליה שניה אורט"|כ|כ|577
06|עכו|7600|עכו|75.2|003|בורלא|"בי""ס עליה שניה אורט"|כ| |577
06|עכו|7600|עכו|75.3|003|בורלא|"בי""ס עליה שניה אורט"|כ| |577
06|עכו|7600|עכו|75.4|003|בורלא|"בי""ס עליה שניה אורט"|כ| |577
06|עכו|7600|עכו|75.5|003|בורלא|"בי""ס עליה שניה אורט"| | |573
06|עכו|7600|עכו|80.0|019|משה שרת,12 |"בי""ס יסודי התורה - צפון"|כ| |613
06|עכו|0708|עמקה|1.0|001|עמקה|מועדון פיס לנוער|כ|כ|610
06|עכו|1246|עראמשה|1.0|001|עראמשה|"מתנ""ס"|כ|כ|507
06|עכו|1246|עראמשה|2.0|003|עראמשה|בית הספר היסודי| | |579
06|עכו|1185|פלך|1.0|001|פלך|מזכירות|כ|כ|115
06|עכו|0535|פסוטה|1.0|002|פסוטה|מועדון לקשיש בית פיס לגיל הזהב|כ|כ|686
06|עכו|0535|פסוטה|4.1|001|פסוטה|"בי""ס ממלכתי יסודי"|כ|כ|672
06|עכו|0535|פסוטה|4.2|001|פסוטה|"בי""ס ממלכתי יסודי"|כ| |672
06|עכו|0535|פסוטה|4.3|001|פסוטה|"בי""ס ממלכתי יסודי"| | |671
06|עכו|0536|פקיעין (בוקייעה)|1.0|004|נאדי אלאחווה|מועדון גיל הזהב נאדי אל אחווה|כ|כ|600
06|עכו|0536|פקיעין (בוקייעה)|2.1|001|פקיעין (בוקייעה)|"ביה""ס מ""מ א' - אל חיכמה"|כ|כ|470
06|עכו|0536|פקיעין (בוקייעה)|2.2|001|פקיעין (בוקייעה)|"ביה""ס מ""מ א' - אל חיכמה"| | |470
06|עכו|0536|פקיעין (בוקייעה)|2.3|001|פקיעין (בוקייעה)|"ביה""ס מ""מ א' - אל חיכמה"| | |470
06|עכו|0536|פקיעין (בוקייעה)|3.1|003|פקיעין (בוקייעה),1 |מועדונית|כ|כ|663
06|עכו|0536|פקיעין (בוקייעה)|3.2|003|פקיעין (בוקייעה),1 |מועדונית|כ| |662
06|עכו|0536|פקיעין (בוקייעה)|4.0|002|פקיעין (בוקייעה)|"בי""ס ממלכתי ב'"| | |630
06|עכו|0536|פקיעין (בוקייעה)|5.0|002|פקיעין (בוקייעה)|"בי""ס ממלכתי ב'"| | |674
06|עכו|0281|פקיעין חדשה|1.0|001|פקיעין חדשה|בית העם|כ|כ|355
06|עכו|0774|צוריאל|1.0|001|צוריאל|בית העם| | |330
06|עכו|0390|רגבה|1.0|001|רגבה|מועדון בית העם| | |470
06|עכו|0390|רגבה|2.0|001|רגבה|מועדון בית העם|כ|כ|386
06|עכו|0282|שבי ציון|1.0|001|שבי ציון|אולם לווינגרט|כ| |536
06|עכו|0282|שבי ציון|2.0|001|שבי ציון|אולם לווינגרט|כ|כ|408
06|עכו|0614|שומרה|1.0|001|שומרה|בית העם| | |310
06|עכו|0658|שייח' דנון|1.0|001|שייח' דנון|"בי""ס מקיף השלום"|כ|כ|661
06|עכו|0658|שייח' דנון|3.1|002|שייח' דנון|"מתנ""ס"| | |491
06|עכו|0658|שייח' דנון|3.2|002|שייח' דנון|"מתנ""ס"| | |491
06|עכו|0658|שייח' דנון|3.3|003|שייח' דנון|בית הקשיש| | |491
06|עכו|0812|שלומי|1.1|017|הרב מימון|"ביה""ס הרב מימון"| | |358
06|עכו|0812|שלומי|1.2|017|הרב מימון|"ביה""ס הרב מימון"| | |358
06|עכו|0812|שלומי|2.1|010|שד בן גוריון,236 |מרכז יום גיל הזהב|כ|כ|360
06|עכו|0812|שלומי|2.2|010|שד בן גוריון,236 |מרכז יום גיל הזהב| | |348
06|עכו|0812|שלומי|3.1|003|אלבז נתן|"בי""ס בן צבי"|כ|כ|475
06|עכו|0812|שלומי|3.2|003|אלבז נתן|"בי""ס בן צבי"|כ| |475
06|עכו|0812|שלומי|3.3|003|אלבז נתן|"בי""ס בן צבי"| | |474
06|עכו|0812|שלומי|5.0|011|שכ שלומית|גן סלעית| | |499
06|עכו|0812|שלומי|6.0|014|סחלב,1 |גן ילדים אורן|כ|כ|572
06|עכו|0812|שלומי|7.0|012|האלון|מעון יום הגן הקסום| | |744
06|עכו|0812|שלומי|8.0|015|סחלב,1 |גן ברוש|כ|כ|738
06|עכו|0812|שלומי|9.0|018|שכ שלומית|גן דוכיפת| | |486
06|עכו|0432|שמרת|1.0|001|שמרת|מזכירות הקבוץ - אולם הישיבות|כ|כ|468
06|עכו|1045|שתולה|1.0|002|שתולה|מועדון חברים| | |240
06|עכו|1172|תובל|1.0|001|תובל|חדר אוכל| | |324
07|חיפה|4000|חיפה|1.1|088|הזית,5 |מועדון גמלאים סכנין|כ|כ|530
07|חיפה|4000|חיפה|1.2|088|הזית,5 |מועדון גמלאים סכנין|כ| |530
07|חיפה|4000|חיפה|1.3|088|הזית,5 |מועדון גמלאים סכנין| | |530
07|חיפה|4000|חיפה|1.4|025|"נח""ל,2 "|"בי""ס חטיבת בינים רעות"| | |530
07|חיפה|4000|חיפה|2.0|033|התשעים ושלוש,8 |"בי""ס טכנולוגי אורט הכרמל"| | |549
07|חיפה|4000|חיפה|3.0|003|"שד הרא""ה,10 "|"בי""ס אהרן הרואה"| | |535
07|חיפה|4000|חיפה|13.0|003|"שד הרא""ה,10 "|"בי""ס אהרן הרואה"|כ|כ|519
07|חיפה|4000|חיפה|14.1|019|שטרן יוסף,9 |ישיבת פרחי אהרן|כ|כ|687
07|חיפה|4000|חיפה|14.2|019|שטרן יוסף,9 |ישיבת פרחי אהרן|כ| |687
07|חיפה|4000|חיפה|31.0|234|פרומר דב,15 |"בי""ס ממ'ד אהרון הרואה - בנים"|כ| |680
07|חיפה|4000|חיפה|33.0|003|"שד הרא""ה,10 "|"בי""ס אהרן הרואה"| | |561
07|חיפה|4000|חיפה|34.0|234|פרומר דב,15 |"בי""ס ממ'ד אהרון הרואה - בנים"|כ|כ|576
07|חיפה|4000|חיפה|37.1|155|הים התיכון,2 |"חט""ב פרחי אהרון - עירוני ב'"|כ|כ|613
07|חיפה|4000|חיפה|37.2|155|הים התיכון,2 |"חט""ב פרחי אהרון - עירוני ב'"|כ| |612
07|חיפה|4000|חיפה|50.0|005|קיסריה,20 |"בי""ס אחוה"|כ| |514
07|חיפה|4000|חיפה|52.1|047|הגבורים,17 |"בי""ס שערי תורה"| | |640
07|חיפה|4000|חיפה|52.2|047|הגבורים,17 |"בי""ס שערי תורה"| | |640
07|חיפה|4000|חיפה|52.3|047|הגבורים,17 |"בי""ס שערי תורה"| | |640
07|חיפה|4000|חיפה|52.4|047|הגבורים,17 |"בי""ס שערי תורה"| | |640
07|חיפה|4000|חיפה|58.1|199|מרכוס הרב,9 |אגף חינוך של העירייה|כ|כ|530
07|חיפה|4000|חיפה|58.2|199|מרכוס הרב,9 |אגף חינוך של העירייה|כ| |530
07|חיפה|4000|חיפה|71.0|240|הגנים,21 |המכללה האקדמית ויצו|כ| |688
07|חיפה|4000|חיפה|72.0|240|הגנים,21 |המכללה האקדמית ויצו|כ|כ|624
07|חיפה|4000|חיפה|74.0|033|התשעים ושלוש,8 |"בי""ס טכנולוגי אורט הכרמל"| | |574
07|חיפה|4000|חיפה|75.0|236|צהיון,5 |"מתחם אלחיוואל גן + בי""ס"|כ|כ|696
07|חיפה|4000|חיפה|77.0|236|צהיון,5 |"מתחם אלחיוואל גן + בי""ס"|כ| |631
07|חיפה|4000|חיפה|79.0|005|קיסריה,20 |"בי""ס אחוה"|כ|כ|445
07|חיפה|4000|חיפה|80.0|005|קיסריה,20 |"בי""ס אחוה"|כ| |508
07|חיפה|4000|חיפה|81.0|058|פרץ י. ל.,20 |בית ארדשטיין| | |683
07|חיפה|4000|חיפה|83.0|114|שד הציונות,33 |"מרכז ""ערבי יהודי"" תיאטרון"| | |466
07|חיפה|4000|חיפה|85.0|031|אנילביץ מרדכי,26 |"בי""ס מוריה"| | |607
07|חיפה|4000|חיפה|86.0|240|הגנים,21 |המכללה האקדמית ויצו| | |693
07|חיפה|4000|חיפה|87.0|031|אנילביץ מרדכי,26 |"בי""ס מוריה"| | |614
07|חיפה|4000|חיפה|88.0|273|שומאכר גוטליב,4 |מועדון הנוער הנוצרי| | |608
07|חיפה|4000|חיפה|89.1|046|שדה יצחק,26 |"בי""ס שלווה"|כ|כ|659
07|חיפה|4000|חיפה|89.2|046|שדה יצחק,26 |"בי""ס שלווה"|כ| |659
07|חיפה|4000|חיפה|89.3|046|שדה יצחק,26 |"בי""ס שלווה"|כ| |659
07|חיפה|4000|חיפה|89.4|046|שדה יצחק,26 |"בי""ס שלווה"|כ| |659
07|חיפה|4000|חיפה|89.5|046|שדה יצחק,26 |"בי""ס שלווה"| | |658
07|חיפה|4000|חיפה|90.1|050|תל אביב,27 |"בי""ס תיכון עירוני א"|כ|כ|551
07|חיפה|4000|חיפה|90.2|050|תל אביב,27 |"בי""ס תיכון עירוני א"|כ| |551
07|חיפה|4000|חיפה|90.3|050|תל אביב,27 |"בי""ס תיכון עירוני א"|כ| |551
07|חיפה|4000|חיפה|90.4|050|תל אביב,27 |"בי""ס תיכון עירוני א"|כ| |549
07|חיפה|4000|חיפה|93.0|018|דרור,19 |"בי""ס דרור"|כ| |654
07|חיפה|4000|חיפה|101.1|037|העליה השניה,27 |"בי""ס האונטרופוסופי"| | |614
07|חיפה|4000|חיפה|101.2|037|העליה השניה,27 |"בי""ס האונטרופוסופי"| | |614
07|חיפה|4000|חיפה|101.3|037|העליה השניה,27 |"בי""ס האונטרופוסופי"| | |614
07|חיפה|4000|חיפה|101.4|037|העליה השניה,27 |"בי""ס האונטרופוסופי"| | |612
07|חיפה|4000|חיפה|102.1|222|ליבריה,11 |גני ילדים הוד כרמל| | |688
07|חיפה|4000|חיפה|102.2|222|ליבריה,11 |גני ילדים הוד כרמל| | |688
07|חיפה|4000|חיפה|102.3|222|ליבריה,11 |גני ילדים הוד כרמל| | |688
07|חיפה|4000|חיפה|102.4|222|ליבריה,11 |גני ילדים הוד כרמל| | |688
07|חיפה|4000|חיפה|102.5|222|ליבריה,11 |גני ילדים הוד כרמל| | |686
07|חיפה|4000|חיפה|121.0|018|דרור,19 |"בי""ס דרור"|כ| |698
07|חיפה|4000|חיפה|126.0|018|דרור,19 |"בי""ס דרור"| | |689
07|חיפה|4000|חיפה|127.0|018|דרור,19 |"בי""ס דרור"| | |645
07|חיפה|4000|חיפה|128.0|018|דרור,19 |"בי""ס דרור"| | |672
07|חיפה|4000|חיפה|130.0|018|דרור,19 |"בי""ס דרור"|כ|כ|547
07|חיפה|4000|חיפה|131.0|137|העליה השניה,45 |מרכז קהילתי בת גלים|כ|כ|555
07|חיפה|4000|חיפה|132.0|237|"צה""ל,41 "|אשכול פייס|כ| |692
07|חיפה|4000|חיפה|133.0|025|"נח""ל,2 "|"בי""ס חטיבת בינים רעות"|כ| |630
07|חיפה|4000|חיפה|134.0|086|יואב,5 |"בי""ס יבניאלי"| | |523
07|חיפה|4000|חיפה|135.0|086|יואב,5 |"בי""ס יבניאלי"| | |485
07|חיפה|4000|חיפה|136.0|086|יואב,5 |"בי""ס יבניאלי"| | |560
07|חיפה|4000|חיפה|138.0|025|"נח""ל,2 "|"בי""ס חטיבת בינים רעות"|כ|כ|436
07|חיפה|4000|חיפה|140.0|196|העוגן,39 |גן ילדים שחר| | |531
07|חיפה|4000|חיפה|141.0|137|העליה השניה,45 |מרכז קהילתי בת גלים|כ|כ|691
07|חיפה|4000|חיפה|143.0|137|העליה השניה,45 |מרכז קהילתי בת גלים|כ|כ|595
07|חיפה|4000|חיפה|146.0|137|העליה השניה,45 |מרכז קהילתי בת גלים| | |645
07|חיפה|4000|חיפה|147.0|224|יציאת אירופה,19 |גן ילדים עין הים - אורות| | |554
07|חיפה|4000|חיפה|148.0|099|שטרן יאיר,20 |"מתנ""ס קלור"| | |689
07|חיפה|4000|חיפה|149.1|045|דרך צרפת,85 |"בי""ס רמות"| | |637
07|חיפה|4000|חיפה|149.2|045|דרך צרפת,85 |"בי""ס רמות"| | |637
07|חיפה|4000|חיפה|149.3|045|דרך צרפת,85 |"בי""ס רמות"| | |637
07|חיפה|4000|חיפה|149.4|045|דרך צרפת,85 |"בי""ס רמות"| | |634
07|חיפה|4000|חיפה|151.0|249|דוד המלך,28 |"בי""ס בסמת - חטיבה עליונה"|כ| |565
07|חיפה|4000|חיפה|152.0|227|יהושפט המלך,6א|מרכז קהילתי נווה דוד|כ|כ|611
07|חיפה|4000|חיפה|154.0|040|דוד המלך,29 |"בי""ס עופרים"| | |643
07|חיפה|4000|חיפה|155.1|036|יציאת אירופה,17 |"בי""ס עין הים"| | |651
07|חיפה|4000|חיפה|155.2|036|יציאת אירופה,17 |"בי""ס עין הים"| | |651
07|חיפה|4000|חיפה|155.3|036|יציאת אירופה,17 |"בי""ס עין הים"| | |651
07|חיפה|4000|חיפה|155.4|036|יציאת אירופה,17 |"בי""ס עין הים"| | |651
07|חיפה|4000|חיפה|155.5|036|יציאת אירופה,17 |"בי""ס עין הים"| | |651
07|חיפה|4000|חיפה|159.0|237|"צה""ל,41 "|אשכול פייס|כ|כ|513
07|חיפה|4000|חיפה|161.0|249|דוד המלך,28 |"בי""ס בסמת - חטיבה עליונה"|כ|כ|589
07|חיפה|4000|חיפה|162.0|023|החיננית,3 |"בי""ס חופית"| | |576
07|חיפה|4000|חיפה|163.0|023|החיננית,3 |"בי""ס חופית"| | |592
07|חיפה|4000|חיפה|164.0|249|דוד המלך,28 |"בי""ס בסמת - חטיבה עליונה"|כ| |679
07|חיפה|4000|חיפה|165.0|123|הרותם,1 |"בית תרבות ע""ש פאני קפלן"|כ|כ|520
07|חיפה|4000|חיפה|166.0|123|הרותם,1 |"בית תרבות ע""ש פאני קפלן"| | |523
07|חיפה|4000|חיפה|167.0|040|דוד המלך,29 |"בי""ס עופרים"| | |693
